레시피ID,레시피명,메뉴 대분류,세부 카테고리,주재료,조리 유형,상황 태그,식사 유형,매운맛,기준 인분,재료명,재료 분량,재료 수,총 소요 시간(분),난이도,필요 도구,설거지 수준,조리 단계 수,조리 단계,단계별 시간,불 세기,보관 방법,재가열 방법,대체 재료,생략 가능 재료,초보 팁,실패 방지 팁,초보 적합도(5점),1인 가구 적합도(5점)
R0151,참치 비빔밥,밥·덮밥,비빔밥,"[밥, 참치, 상추]","[불 사용 없음, 비비기]","[15분 이하, 불 없이 가능, 도시락 가능, 든든한 한 끼]",[점심·저녁],약간 매움,1인분,"[밥, 참치 통조림, 상추, 오이, 당근, 김가루, 고추장, 식초, 설탕, 참기름, 통깨, 계란]","[200g, 80g, 50g, 50g, 30g, 3g, 20g, 10ml(2작은술), 5g(1작은술), 5ml(1작은술), 1g, 1개(선택)]",12,12,매우 쉬움,"[체, 칼, 도마, 볼, 밥그릇, 프라이팬(선택)]",보통,6,"[1. 참치는 체에 밭쳐 기름이나 물을 충분히 뺀다. ,  2. 상추는 1cm 폭, 오이와 당근은 가늘게 채 썬다. ,  3. 고추장, 식초, 설탕, 참기름, 통깨를 섞어 양념장을 만든다. ,  4. 따뜻한 밥 위에 상추, 오이, 당근, 참치를 나눠 올린다. ,  5. 김가루와 양념장을 넣는다. ,  6. 계란을 사용할 경우 프라이해 올리고 먹기 직전에 고루 비빈다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 약 1분 ,  5. 약 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",완성 즉시 먹는다; 재료는 각각 따로 밀폐 냉장 1일 가능하며 밥과 계란은 먹을 때 새로 준비한다,재가열 권장하지 않음,"[상추·오이·당근은 있는 채소 100~130g으로 대체 가능,  고추장은 진간장 10ml로 대체 가능]",[계란·김가루는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,참치와 채소 물기가 남으면 밥이 질어진다. 참치는 체에 받고 씻은 채소는 완전히 말린다.,5,5
R0152,참치 샌드위치,샌드위치·토스트,샌드위치,"[식빵, 참치, 양파]","[불 사용 없음, 조립하기]","[10분 이하, 불 없이 가능, 도시락 가능, 아침 식사, 든든한 한 끼, 남은 재료 활용]","[아침, 점심·저녁]",없음,1인분,"[식빵, 참치 통조림, 마요네즈, 다진 양파, 다진 오이피클, 머스터드, 후추, 양상추, 버터]","[2장(70g), 80g, 20g(1큰술+1작은술), 20g, 15g, 5g(1작은술), 0.1g, 20g, 5g]",9,10,매우 쉬움,"[체, 칼, 도마, 볼, 숟가락]",보통,6,"[1. 참치는 체에 밭쳐 숟가락으로 눌러 기름이나 물을 충분히 뺀다. ,  2. 양파와 오이피클을 0.3cm 크기로 잘게 다진다. ,  3. 볼에 참치, 마요네즈, 양파, 피클, 머스터드, 후추를 넣어 섞는다. ,  4. 양상추는 씻어 물기를 완전히 제거한다. ,  5. 식빵 한쪽 면에 버터를 바르고 양상추와 참치샐러드를 올린다. ,  6. 다른 식빵으로 덮고 반으로 잘라 바로 먹는다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 약 2분 ,  5. 약 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",랩으로 밀봉해 냉장 1일; 차갑게 먹고 재가열·냉동하지 않는다; 실온에 2시간 이상 두지 않는다,차갑게 먹고 재가열·냉동하지 않는다,[마요네즈 절반을 플레인 요거트로 대체 가능],[양파·피클·머스터드·버터·양상추는 일부 생략 가능],"속재료를 식힌 뒤 빵에 넣고, 수분 많은 채소는 키친타월로 닦으면 빵이 덜 눅눅해진다.",참치와 채소 물기를 빼지 않으면 빵이 빠르게 눅눅해진다. 재료를 눌러 물기를 제거한 뒤 섞는다.,5,5
R0153,참치 순두부찌개,찌개,찌개,"[순두부, 참치, 양파]","[볶기, 끓이기]","[냄비 하나, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],약간 매움,1인분,"[순두부, 참치 통조림, 양파, 애호박, 대파, 계란, 물, 고춧가루, 국간장, 다진 마늘, 식용유 또는 참치기름, 소금]","[300g, 80g, 1/4개(50g), 60g, 15g, 1개(선택), 350ml, 5g(2작은술), 10ml(2작은술), 3g, 5ml, 0.5g]",12,18,매우 쉬움,"[체, 칼, 도마, 냄비, 국자]",보통,7,"[1. 참치는 기름을 절반만 빼고 양파와 애호박은 1.5cm, 대파는 송송 썬다. ,  2. 냄비에 참치기름 또는 식용유, 고춧가루, 대파 절반을 넣고 약불에서 30초 볶는다. ,  3. 양파와 다진 마늘을 넣어 중불에서 1분 볶는다. ,  4. 물과 애호박을 넣고 센불에서 끓인 뒤 중불로 3분 끓인다. ,  5. 순두부를 큰 덩어리로 넣고 참치를 올려 4분 끓인다. ,  6. 국간장과 소금으로 간하고 계란을 사용할 경우 가운데에 깨 넣는다. ,  7. 계란 흰자가 익을 때까지 2분 끓이고 남은 대파를 넣는다.]","[1. 약 1분 ,  2. 30초 ,  3. 1분 ,  4. 3분 ,  5. 4분 ,  6. 약 1분 ,  7. 2분]","[1. 불 사용 없음 ,  2. 약불 ,  3. 중불 ,  4. 센 불→중불 ,  5. 중불 ,  6. 중불 ,  7. 중불]",밀폐 냉장 2일; 냉동 비추천,냄비에서 완전히 끓인 뒤 2분 가열,"[참치는 돼지고기 다짐육 80g으로 대체 가능,  참치기름 대신 식용유 사용 가능]",[계란·애호박은 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",고춧가루는 약불에서도 빨리 탄다. 기름에 30초만 볶고 바로 양파와 물을 넣는다.,5,5
R0154,참치 채소죽,죽,죽,"[밥, 참치, 당근]",[끓이기],"[냄비 하나, 아침 식사, 든든한 한 끼, 남은 재료 활용]","[아침, 점심·저녁]",없음,1인분,"[밥, 참치 통조림, 당근, 양파, 애호박, 물, 국간장, 소금, 참기름, 대파]","[150g, 70g, 20g, 30g, 40g, 500ml, 5ml(1작은술), 0.5g, 5ml(1작은술), 8g]",10,18,매우 쉬움,"[체, 칼, 도마, 냄비, 국자]",보통,6,"[1. 참치는 체에 밭쳐 기름이나 물을 빼고 채소는 0.5cm 크기로 잘게 다진다. ,  2. 냄비에 참기름을 두르고 중불에서 양파와 당근을 1분 볶는다. ,  3. 밥과 물을 넣고 밥알 덩어리를 풀어 센불에서 끓인다. ,  4. 끓으면 중약불로 낮춰 8분간 바닥이 눌지 않게 저어가며 끓인다. ,  5. 애호박, 참치, 국간장을 넣고 3분 더 끓인다. ,  6. 원하는 농도가 되면 소금으로 간하고 대파를 넣어 불을 끈다.]","[1. 약 1분 ,  2. 1분 ,  3. 약 1분 ,  4. 8분 ,  5. 3분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 센 불 ,  4. 중약불 ,  5. 중약불 ,  6. 불 끔]",밀폐 냉장 1일,"물 50ml를 추가해 냄비에서 완전히 끓이거나 전자레인지 700W에서 2분, 중간에 한 번 섞는다","[당근·양파·애호박은 있는 채소 총 90g으로 대체 가능,  참치는 계란 1개 또는 두부 100g으로 대체 가능]",[대파는 생략 가능],"냄비 바닥을 긁듯 저으며 중약불을 유지하고, 되직하면 물을 30ml씩 추가해 농도를 맞춘다.",참치를 처음부터 넣으면 퍽퍽하고 잘게 부서진다. 죽이 거의 완성된 마지막 3분에 넣는다.,5,5
R0155,참치마요 덮밥,밥·덮밥,덮밥,"[밥, 참치, 계란]","[굽기, 조리기]","[15분 이하, 원팬 요리, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 참치 통조림, 마요네즈, 계란, 양파, 진간장, 설탕, 물, 김가루, 대파, 식용유]","[200g, 80g, 20g(1큰술+1작은술), 1개(50g), 20g, 7.5ml(1/2큰술), 3g, 20ml, 3g, 8g, 5ml]",11,12,매우 쉬움,"[체, 칼, 도마, 프라이팬, 뒤집개, 밥그릇]",보통,6,"[1. 참치는 체에 밭쳐 기름이나 물을 충분히 뺀다. ,  2. 양파는 얇게, 대파는 송송 썬다. ,  3. 팬에 식용유를 두르고 계란을 취향에 맞게 프라이한다. ,  4. 같은 팬에 양파, 진간장, 설탕, 물을 넣고 중불에서 2분 조린다. ,  5. 밥 위에 조린 양파, 참치, 계란을 차례로 올린다. ,  6. 마요네즈를 가늘게 뿌리고 김가루와 대파를 올린다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 2분 ,  5. 약 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 중불 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",완성 즉시 먹는다; 밥·참치·양파소스는 따로 냉장 1일 가능하며 중심까지 데운 뒤 새 계란과 마요네즈를 올린다,밥·참치·양파소스는 따로 냉장 1일 가능하며 중심까지 데운 뒤 새 계란과 마요네즈를 올린다,[참치는 스팸 70g 또는 닭가슴살 80g으로 대체 가능],[양파·대파·김가루는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,참치에 남은 기름과 간장소스 때문에 짤 수 있다. 참치 물기를 충분히 빼고 추가 소금은 넣지 않는다.,5,5
R0156,참치마요 주먹밥,밥·덮밥,주먹밥,"[밥, 참치, 단무지]","[불 사용 없음, 섞기, 성형하기]","[10분 이하, 불 없이 가능, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 참치 통조림, 마요네즈, 김가루, 단무지, 참기름, 통깨]","[200g, 70g, 15g(1큰술), 5g, 20g, 2.5ml(1/2작은술), 1g]",7,10,매우 쉬움,"[체, 칼, 도마, 볼, 주걱, 위생장갑]",보통,6,"[1. 참치는 체에 밭쳐 숟가락으로 눌러 기름이나 물을 뺀다. ,  2. 단무지는 0.3cm 크기로 잘게 다진다. ,  3. 볼에 따뜻한 밥, 참치, 마요네즈, 김가루, 단무지, 참기름, 통깨를 넣는다. ,  4. 주걱으로 밥알을 으깨지 않게 고루 섞는다. ,  5. 혼합물을 4등분하고 위생장갑을 낀 손으로 단단히 뭉친다. ,  6. 한입 크기 주먹밥으로 모양을 잡아 바로 먹는다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 약 1분 ,  5. 약 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",가능하면 당일 섭취; 밀폐 냉장 1일,젖은 키친타월을 덮고 전자레인지 700W에서 1분 20초 데운다,[마요네즈는 10g으로 줄이거나 플레인 요거트 10g으로 대체 가능],[단무지·참기름·통깨는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,참치 물기가 남거나 밥이 차가우면 잘 뭉쳐지지 않는다. 참치를 충분히 눌러 빼고 따뜻한 밥을 사용한다.,5,5
R0157,채소죽,죽,죽,"[밥, 당근, 양파]",[끓이기],"[냄비 하나, 설거지 적음, 아침 식사, 든든한 한 끼, 남은 재료 활용]","[아침, 점심·저녁]",없음,1인분,"[밥, 당근, 양파, 애호박, 표고버섯 또는 새송이버섯, 물, 국간장, 소금, 참기름, 대파]","[150g, 25g, 35g, 50g, 40g, 500ml, 5ml(1작은술), 0.6g, 5ml(1작은술), 8g]",10,18,매우 쉬움,"[칼, 도마, 냄비, 국자]",적음,6,"[1. 당근, 양파, 애호박, 버섯을 모두 0.5cm 크기로 잘게 다진다. ,  2. 냄비에 참기름을 두르고 중불에서 당근, 양파, 버섯을 2분 볶는다. ,  3. 밥과 물을 넣고 밥알 덩어리를 풀어 센불에서 끓인다. ,  4. 끓으면 중약불로 낮춰 8분간 저어가며 끓인다. ,  5. 애호박과 국간장을 넣고 3분 더 끓인다. ,  6. 채소가 부드럽고 원하는 농도가 되면 소금과 대파를 넣고 불을 끈다.]","[1. 약 1분 ,  2. 2분 ,  3. 약 1분 ,  4. 8분 ,  5. 3분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 센 불 ,  4. 중약불 ,  5. 중약불 ,  6. 불 끔]",밀폐 냉장 1일,"물 50ml를 추가해 냄비에서 완전히 끓이거나 전자레인지 700W에서 2분, 중간에 한 번 섞는다","[채소는 총 150g 범위에서 냉장고에 있는 것으로 교체 가능,  국간장은 소금 0.5g으로 대체 가능]",[버섯·대파는 생략 가능],"냄비 바닥을 긁듯 저으며 중약불을 유지하고, 되직하면 물을 30ml씩 추가해 농도를 맞춘다.",당근처럼 단단한 채소와 애호박을 동시에 넣으면 익는 정도가 다르다. 단단한 채소를 먼저 볶고 애호박은 마지막에 넣는다.,5,5
R0158,치킨마요 덮밥,밥·덮밥,덮밥,"[밥, 치킨, 계란]","[에어프라이어, 굽기, 조리기]","[원팬 요리, 에어프라이어, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 순살 치킨 또는 치킨너겟, 계란, 양파, 식용유, 진간장, 설탕, 물, 마요네즈, 김가루, 대파]","[200g, 120g, 1개(50g), 1/4개(50g), 5ml, 10ml(2작은술), 5g(1작은술), 30ml, 20g, 3g, 8g]",11,18,매우 쉬움,"[에어프라이어 또는 프라이팬, 칼, 도마, 볼, 밥그릇]",보통,6,"[1. 치킨은 제품 표시대로 에어프라이어 또는 팬에서 속까지 뜨겁게 익힌 뒤 한입 크기로 자른다. ,  2. 양파는 얇게, 대파는 송송 썬다. ,  3. 팬에 양파, 진간장, 설탕, 물을 넣고 중불에서 3분 조린다. ,  4. 계란은 볼에 풀어 약불에서 부드럽게 스크램블한다. ,  5. 밥 위에 조린 양파, 계란, 치킨을 차례로 올린다. ,  6. 마요네즈를 가늘게 뿌리고 김가루와 대파를 올린다.]","[1. 약 2분 ,  2. 약 1분 ,  3. 3분 ,  4. 약 1분 ,  5. 약 1분 ,  6. 약 1분]","[1. 에어프라이어 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 약불 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",완성 즉시 먹는다; 치킨·밥·양파소스는 따로 냉장 1일 가능,"치킨은 에어프라이어 170℃ 4분, 밥과 소스는 중심까지 데운 후 합친다",[치킨은 닭가슴살 구이 120g 또는 돈까스 100g으로 대체 가능],[대파·김가루는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,뜨거운 치킨에 마요네즈를 미리 뿌려 보관하면 눅눅해진다. 모든 재료를 데운 뒤 먹기 직전에 마요네즈를 올린다.,5,5
R0159,카레라이스,밥·덮밥,소스밥,"[밥, 돼지고기·닭고기, 감자]","[볶기, 조리기]","[냄비 하나, 도시락 가능, 냉동 가능, 든든한 한 끼]",[점심·저녁],없음,1인분,"[밥, 돼지고기 또는 닭고기, 감자, 양파, 당근, 식용유, 물, 고형카레]","[200g, 100g, 100g, 100g, 40g, 10ml, 400ml, 2조각 또는 카레가루 40g(제품 1인분 표시량)]",8,30,쉬움,"[칼, 도마, 냄비, 뒤집개, 국자, 밥그릇]",보통,7,"[1. 고기, 감자, 양파, 당근을 1.5cm 크기로 썬다. ,  2. 냄비에 식용유를 두르고 중불에서 고기를 3분 볶는다. ,  3. 양파, 당근, 감자를 넣어 3분 더 볶는다. ,  4. 물을 붓고 센불에서 끓여 거품을 걷는다. ,  5. 중약불로 낮춰 감자가 익을 때까지 12분 끓인다. ,  6. 불을 잠시 끄고 카레를 넣어 완전히 푼다. ,  7. 약불에서 5분 저어가며 끓여 걸쭉해지면 밥 위에 올린다.]","[1. 약 1분 ,  2. 3분 ,  3. 3분 ,  4. 약 2분 ,  5. 12분 ,  6. 약 1분 ,  7. 5분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 센 불 ,  5. 중약불 ,  6. 불 사용 없음 ,  7. 약불]",카레와 밥을 따로 밀폐 냉장 3일; 카레는 소분 냉동 2주 가능하나 감자 식감은 떨어진다,각각 전자레인지 700W에서 중심까지 뜨겁게 데워 합친다,[고기는 버섯 120g 또는 두부 120g으로 대체 가능],[당근은 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,센불에서 카레를 넣으면 바닥에 뭉치고 탄다. 불을 끈 상태에서 완전히 풀고 약불로 다시 끓인다.,4,5
R0160,콘치즈,간식·야식,치즈 간식,"[옥수수, 모차렐라 치즈]",[굽기],"[15분 이하, 원팬 요리, 칼 없이 가능, 설거지 적음, 야식]","[간식, 야식]",없음,1인분,"[옥수수 통조림, 모차렐라 치즈, 마요네즈, 설탕, 버터, 소금, 후추, 파슬리가루]","[180g(물기 뺀 중량), 80g, 20g(1큰술+1작은술), 5g(1작은술), 5g, 0.3g, 0.1g, 0.2g(선택)]",8,12,매우 쉬움,"[체, 볼, 작은 프라이팬과 뚜껑 또는 전자레인지용 용기, 숟가락]",적음,6,"[1. 옥수수는 체에 밭쳐 국물을 충분히 빼고 키친타월로 한 번 눌러 닦는다. ,  2. 볼에 옥수수, 마요네즈, 설탕, 소금, 후추를 넣어 섞는다. ,  3. 작은 팬에 버터를 녹이고 옥수수 혼합물을 고르게 펼친다. ,  4. 모차렐라 치즈를 위에 고르게 올린다. ,  5. 뚜껑을 덮고 약불에서 5~6분 익힌다. ,  6. 치즈가 완전히 녹으면 불을 끄고 파슬리가루를 뿌린다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 약 1분 ,  5. 5~6분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 약불 ,  6. 불 끔]",밀폐 냉장 2일; 냉동 비추천,전자레인지 700W에서 1분 또는 팬 약불 3분 재가열,[마요네즈는 10g으로 줄일 수 있고 모차렐라는 슬라이스 치즈 2장으로 대체 가능],[버터와 파슬리는 생략 가능],재료 표면의 물기를 닦고 팬을 충분히 예열한 뒤 올리면 달라붙음과 물 생김을 줄일 수 있다.,옥수수 물기가 남거나 불이 세면 팬 바닥이 타고 치즈는 덜 녹는다. 물기를 빼고 가장 약한 불에서 뚜껑을 덮는다.,5,5
R0161,콩나물국,국·탕,국,[콩나물],[끓이기],"[15분 이하, 냄비 하나, 칼 없이 가능, 설거지 적음, 아침 식사, 남은 재료 활용]","[아침, 점심·저녁]",약간 매움,1인분,"[콩나물, 대파, 물, 국간장, 다진 마늘, 소금, 고춧가루]","[150g, 15g, 550ml, 7.5ml(1/2큰술), 2g, 0.8g, 1g(선택)]",7,12,매우 쉬움,"[냄비, 체, 국자]",적음,6,"[1. 콩나물은 흐르는 물에 두 번 씻어 체에 밭친다. ,  2. 냄비에 물과 콩나물을 넣고 센불을 켠다. ,  3. 뚜껑을 열어둔 채 끓기 시작한 뒤 중불에서 4분 끓인다. ,  4. 국간장, 다진 마늘, 소금을 넣는다. ,  5. 고춧가루를 사용할 경우 넣고 1분 끓인다. ,  6. 대파를 넣어 1분 더 끓이고 콩나물 비린 향이 없으면 불을 끈다.]","[1. 약 2분 ,  2. 약 1분 ,  3. 4분 ,  4. 약 1분 ,  5. 1분 ,  6. 1분]","[1. 불 사용 없음 ,  2. 센 불 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 중불 ,  6. 불 끔]",밀폐 냉장 2일; 냉동 비추천,냄비에서 완전히 끓인 뒤 1분 더 가열,[국간장은 진간장 5ml+소금 0.3g으로 대체 가능],[고춧가루·대파·다진 마늘은 일부 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",콩나물을 넣은 뒤 뚜껑을 열었다 닫았다 하면 비린 향이 날 수 있다. 처음부터 끝까지 열고 끓인다.,5,5
R0162,콩나물무침,반찬,무침,[콩나물],"[데치기, 무치기]","[10분 이하, 냄비 하나, 도시락 가능, 밥반찬]",[점심·저녁],약간 매움,1인분,"[콩나물, 대파, 국간장, 소금, 다진 마늘, 참기름, 고춧가루, 통깨]","[200g, 10g, 5ml(1작은술), 0.8g, 2g, 5ml(1작은술), 1g(선택), 2g]",8,10,매우 쉬움,"[냄비, 체, 칼, 도마, 볼]",보통,6,"[1. 콩나물은 흐르는 물에 두 번 씻는다. ,  2. 냄비에 물 700ml를 끓이고 콩나물을 넣는다. ,  3. 뚜껑을 열어둔 채 3분 데친다. ,  4. 즉시 체에 밭쳐 물기를 충분히 털고 2분 식힌다. ,  5. 볼에 콩나물, 대파, 국간장, 소금, 다진 마늘, 참기름, 고춧가루를 넣는다. ,  6. 손끝으로 30초 가볍게 무치고 통깨를 뿌린다.]","[1. 약 2분 ,  2. 약 2분 ,  3. 3분 ,  4. 2분 ,  5. 약 1분 ,  6. 30초]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",밀폐 냉장 2일; 냉동 비추천,차갑게 먹거나 전자레인지 700W 30초 데운다,[국간장은 소금 0.5g 추가로 대체 가능],[고춧가루·대파·다진 마늘·통깨는 일부 생략 가능],채소의 물기를 충분히 뺀 뒤 먹기 직전에 양념하면 물이 덜 생기고 간도 흐려지지 않는다.,데친 뒤 물기를 충분히 빼지 않으면 양념이 묽다. 체를 여러 번 털고 2분 김을 뺀 뒤 무친다.,5,5
R0163,콩나물밥,밥·덮밥,나물밥,"[쌀, 콩나물, 돼지고기]",[전기밥솥],"[전기밥솥, 칼 없이 가능, 불 없이 가능, 도시락 가능, 든든한 한 끼]",[점심·저녁],약간 매움,1인분,"[쌀, 콩나물, 돼지고기 다짐육, 물, 진간장, 대파, 고춧가루, 참기름, 식초, 설탕, 통깨]","[90g(종이컵 약 1/2컵) 또는 불린 쌀 110g, 150g, 60g(선택), 110ml, 15ml(1큰술), 15g, 1g, 5ml, 5ml, 2g, 1g]",11,35,쉬움,"[볼, 체, 전기밥솥 또는 두꺼운 냄비, 작은 그릇, 숟가락]",보통,7,"[1. 쌀은 두세 번 씻어 20분 불린 뒤 체에 밭쳐 물기를 뺀다. ,  2. 콩나물은 씻어 물기를 빼고 돼지고기를 사용할 경우 가볍게 풀어둔다. ,  3. 밥솥에 쌀과 물 110ml를 넣고 돼지고기와 콩나물을 차례로 올린다. ,  4. 일반 취사 버튼을 눌러 밥을 짓는다. ,  5. 취사 중 진간장, 대파, 고춧가루, 참기름, 식초, 설탕, 통깨를 섞어 양념장을 만든다. ,  6. 취사가 끝나면 5분 뜸을 들인다. ,  7. 밥과 콩나물을 바닥부터 가볍게 섞어 그릇에 담고 양념장을 곁들인다.]","[1. 20분 ,  2. 약 3분 ,  3. 약 1분 ,  4. 약 2분 ,  5. 약 1분 ,  6. 5분 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 전기밥솥 일반 취사 ,  5. 전기밥솥 일반 취사 ,  6. 전기밥솥 일반 취사 ,  7. 불 사용 없음]",빠르게 식혀 밀폐 냉장 1일,"전자레인지 700W에서 2분, 중간에 한 번 섞어 중심까지 뜨겁게 데운다",[돼지고기는 생략하거나 소고기 다짐육 60g으로 대체 가능],[돼지고기는 생략하거나 소고기 다짐육 60g으로 대체 가능; 고춧가루·통깨는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,콩나물 자체 수분이 있어 평소 밥보다 물을 적게 잡아야 한다. 쌀 90g 기준 110ml부터 사용한다.,4,5
